category,name,title,service,sales_method,message,place,tel,fax,website,latitude,longitude
食品,ホームベーカリーコビヤマ,野菜のパンはじめました【一般消費者向け】,契約農家と新たに、会津野菜を使ったパン,来店による販売,毎日、朝7：00からオープンしています。天然酵母を使って作った体に優しいパンを作っています。,福島県会津若松市山見町307,0242-22-1898,0242-22-1898,http://kobipan.com/,37.5067513,139.9441385
食品,會・マチエール matiere,SDGs、TAKE OUT BOX 詰め放題、BOX再利用【一般消費者向け】,"（1）TAKE OUT BOX詰め放題 14：00～16：30 ご来店のお客様対象
　1.ＢＯＸに収まる分を10％OFF
　2.お客様ご本人に組み立てていただきます。
　3.2回目以降、再利用ご持参ご使用で15%OFF
（2）3日前以上2,000円のご予約のお客様で、マイバックとパンを入れる袋の最小化にご協力いただけるお客様には15％OFFします。追加購入も15％OFFです。
（3）常時特典2日前以上1,500円のご予約でささやかではございますが、『会津の食材』入りのパン１つプレゼント","店舗販売（営業時間10：00～17：00、休日 木曜日・不定休あり）
営業時間内TEL、または會・マチエールフェイスブック、メッセージにて24時間受付","会津伝統野菜をはじめ、「会津の食材」をふんだんに提案します。
低温長時間発酵（一晩熟成）製法にこだわっております。
栄養価が豊富な食材を利用し、子供たちにも喜ばれるパン作りを目指しています。",福島県会津若松市門田町大字飯寺字村東36-4,0242-23-8713,,https://aimatiere.com/,37.4805829,139.9084734
食品,（株）松本家,無料お届けサービス【一般消費者向け・業務用（どちらも可）】,"会津若松市内中心部にお住いの方に無料お届けサービス。松本家の羊羹を2,000円以上お買い上げで直接お客様にお届けいたします。ご自宅・職場どちらでもお届け可能です。（※中心部以外のお客様は要相談とさせていただきます）",前日までに電話にてご注文をお願いします。(営業時間内のみ受付)お日にち指定は可・お時間指定不可。お届けは時間は午前中（９時～１２時の間）となります。（その日の配達状況で前後する場合もございます）在庫がない場合もございます。予めご了承ください。,コロナウイルスで外出を自粛されている方や、時間や移動手段がなく東山温泉に買いに来れない方へのお役にたてればと思いこのサービスを始めました。ご贈答用やお茶菓子としていかがでしょうか。よろしくお願いします。,福島県会津若松市東山町大字湯本居平１２３,0242-27-2009,0242-27-2119,https://yokan.jp/,37.478124,139.962812
食品,有限会社 会津地鶏みしまや,三島町産会津地鶏セット【一般消費者向け】,"＜会津地鶏おためしセット＞
　通常価格5,500円→特別価格4,500円(送料・税込)
　　もも・むね・手羽先・手羽元　総重量1.3kg以上
＜会津地鶏堪能セット＞
　通常価格10,300円→特別価格8,000円(送料・税込)
　　もも・むね・ささみ・手羽先・手羽元　総重量2.9kg以上
沖縄・離島へ発送の場合は送料別途、代引き手数料別途(税込330円)","お電話での注文受付は9：00～17：00
FAX・メールの注文は24時間受け付けております。","新型コロナウイルスの影響で注文が激減しております。
外食や宴会を控えている方に特別価格で販売いたします。
この機会にご自宅で会津地鶏を食べませんか？
味にこだわり、鮮度にこだわり、歯応えにこだわった会津地鶏をご堪能下さい。
よろしくお願いいたします。",福島県大沼郡三島町大字宮下字上ノ原2098-3,0241-48-5860,0241-52-3288,http://www.aizujidori-mishimaya.com/,37.467652,139.6370453
旅行・宿泊,会津鉄道株式会社,大内宿共通割引きっぷ【一般消費者向け】,"会津でも有数の観光地『大内宿』（福島県下郷町）へ行くのに大変お得な切符です！
大内宿の最寄り駅である湯野上温泉駅までの乗車券と、 湯野上温泉駅から大内宿までをつなぐレトロバス猿游号（さるゆうごう）乗車券がセットとなります。
会津若松、会津田島方面からそれぞれ2,200円でご利用頂けます！",会津鉄道各有人駅または、列車車掌からお買い求めください。,"≪西若松駅（会津若松市）から乗車した場合≫
西若松駅⇔湯野上温泉駅 往復1,720円
猿游号 1日フリー乗車券1,000円　計2,720円
これが「大内宿共通割引きっぷ」だと・・・
鉄道とバス合わせて2,200円になります！（なんと520円もお得です！）",福島県会津若松市材木町一丁目4-1,0242-28-4666,,http://www.aizutetsudo.jp/,37.4860145,139.914105
製品,第一通信工業株式会社,UVC（深紫外線）照射装置の販売【業務用】,"高出力で広範囲をカバーできるUVC照射装置を販売することになりました。
本製品はモーションセンサー付きで安心の設計に加え、床置き、壁掛け、三脚に取り付けての使用が可能です。
使用場所の範囲に合わせて2種類のラインナップがございます。
・UVL72 … \85,000/台
・UVM216 … \285,000/台","受付時間 8：30～17：30
FAXやE-mailのお問合せは24時間受け付けております","新型コロナウィルスの感染予防に様々な対策を実施されているところと存じますが、この機会に是非ご検討ください。
宜しくお願い致します。",福島県大沼郡会津美里町小沢字清水久保2-5,0242-85-7633,0242-85-7679,,37.517321,139.805271
製品,有限会社 田中印刷,感染防止対策に！使い捨て「マスク入れ」【業務用】,"紙製のマスク入れです。サイズ：横210×縦120㎜
・500枚：4,000円
（価格は税別です）
名入れ印刷別途承ります","営業時間 平日８：３０～１７：３０（土・日・祝休み）
営業時間内であればお届けします。
お電話、FAX、メールにてお問い合わせ下さい。",現在、飲食店様へご来店されるお客様の多くはマスクを着用していると思います。お食事の際にはずしたマスクの置き場所にご利用いただき、感染防止対策の一つとしてお使いください。,福島県会津若松市湯川町3-79,0242-27-5225,0242-26-0127,,37.489033,139.920448
製品,合名会社 関漆器店 本店,飾り皿 アマビエ赤べこ,"1枚：￥1,300（税込）
サイズ：φ13.5㎝
皿立付","店舗販売：本店・七日町店
当社ホームページより","コロナウィルスの影響は計り知れないものがあります。
この度下記の商品を発売することになりましたのでご案内申し上げます。
「アマビエ」は、日本各地で古くから伝えられている半人、半魚の妖怪で、その姿を見ると疫病が鎮まると言われているものです。
「赤べこ」はご存じのとおり、会津地方に天然痘が流行した時に、赤べこの人形を持っていた人は病気にかからなかったとの事です。
そこから病気を防ぐ「赤べこ」と言われて居ります。
この度そのアマビエと赤べこを合体させた（アマビエ赤べこ）を誕生させ、それを飾り皿として発売することとなりました。
必ずや、厄病、疫病を退散させることが出来るでしょう。",福島県会津若松市中央1丁目4-12,0242-25-0151,0242-22-5461,http://www.aizu.ne.jp/seki-sikki/,37.499703,139.929966
製品,合名会社 関漆器店 七日町店,飾り皿 アマビエ赤べこ,"1枚：￥1,300（税込）
サイズ：φ13.5㎝
皿立付","店舗販売：本店・七日町店
当社ホームページより","コロナウィルスの影響は計り知れないものがあります。
この度下記の商品を発売することになりましたのでご案内申し上げます。
「アマビエ」は、日本各地で古くから伝えられている半人、半魚の妖怪で、その姿を見ると疫病が鎮まると言われているものです。
「赤べこ」はご存じのとおり、会津地方に天然痘が流行した時に、赤べこの人形を持っていた人は病気にかからなかったとの事です。
そこから病気を防ぐ「赤べこ」と言われて居ります。
この度そのアマビエと赤べこを合体させた（アマビエ赤べこ）を誕生させ、それを飾り皿として発売することとなりました。
必ずや、厄病、疫病を退散させることが出来るでしょう。",福島県会津若松市七日町3-36,0242-85-7211,0242-85-7211,http://www.aizu.ne.jp/seki-sikki/,37.500299,139.920773
製品,きものべんりや としの坊,「しあわせクーポン」発売開始【一般消費者向け】,"当店の御買物に御利用出来る「しあわせクーポン」を発売致しました。
\10,000で内容は\12,000分です。
御買物やお着物のクリーニングなどのお手入れ、レンタルなど様々な使い方が可能です。
クーポン御買い上げの方には当店オリジナルの「さすけね手拭い」をプレゼント！",店頭販売が原則ですが、お電話やメールでの販売も致します。,"おしゃれな着物や帯はもちろん、当店ならではの小物も人気です。
オリジナル会津木綿グッズの「会津木綿ハンチング」や「会津コットンスニーカー」をはじめ、様々な会津木綿商品が多数御座います。",福島県会津若松市七日町8-12,0242-22-9363,0242-22-9363,http://www.toshinobow.com/,37.500008,139.922868
製品,ギフトプラザ会津店,アフターコロナへ向けて 生活と絆繋ぎの応援をしています！【一般消費者向け】,"外出自粛となりましたが、それでも絆を繋いだ方から遠方より御祝や御香典、御供養料が届きます。画像のカタログギフトをはじめ、ギフト各種取り扱っておりますので、お返し物の発送はぜひ御用命ください。
また、不織布マスクを3日は長持ちさせる除菌・消臭ミラクリーンもご好評いただいております。",店舗営業時間１０：００～１９：００の短縮営業。ＴＥＬ、ＦＡＸ、ＬＩＮＥでのご注文も承っております。（ＬＩＮＥは公式から）配達は市内無料。ご来店受け取りは、入り口チャイムで、駐車場お渡しも対応しております。お支払いは、現金、nanaco、クレジット、PayPayでお選びいただけます。,日本の贈答文化は、五穀豊穣の祈願や感謝の御供から、繋がる人への感謝を込めて贈るものへと発展してきました。冠婚葬祭の催しも短縮の時期ですが心を形にして贈ることは大切にしましょう。明るい笑顔の未来のために。,福島県会津若松市インター西106,0120-923-177,0242-22-0051,,37.519983,139.91501
製品,有限会社大善屋呉服店,空間清浄器 j.air(ジェイエア)【一般消費者・企業・医療機関・公共施設など】,"j.airは独自技術により、12.5㎝四方の小型機械から多量のマイナスイオンと低濃度のオゾンを発生させています。
※オゾンは人体に一切害のない低濃度で発生します。
①マイナスイオン…チリやホコリ、花粉などのアレルギー物質を無害化し強力に除塵します。
②オゾン…空気中の浮遊菌だけでなく、ドアノブやカーテンなど家財道具の付着菌まで除菌します。更に、オゾンの脱臭効果により悪臭の素も分解します。
③マイナスイオンとオゾンを併用させることで10倍の殺菌効果があることが実証されています。これまでの実験で、インフルエンザやノロウィルス、カビ菌など各種細菌を短時間で99.9％除菌できることが分かっています。
④ｊ.airには一般の空気清浄機にあるファンやフィルターがありません。そのため稼働音がとても静かで、機械のお手入れも簡単です。更に、終日稼働しても一ヶ月の電気代は80円程度しかかかりません。","□販売方法：ご注文を頂いてから取り寄せます
□受付方法：店頭またはお電話にて随時受付
□受付時間…10：00～19：00（定休日：毎週水曜日を除く）
※現在、全国的に予約が集中しており、ご注文を頂いてから１ヵ月先の納期になる予定です。気になる方はお早めにお問い合わせの上ご検討頂ければ幸いです。",もともと着物の保管部屋の臭いやカビ防止のために購入したものでしたが、これからの世の中にうってつけ製品だと思い、この度ご紹介に至りました。もちろん初期費用はかかりますが、性能や長い目で見れば非常に優れた製品です。商品詳細に関してお伝えしきれない点もありますので、ご興味のある方はぜひ店頭またはお電話にてお気軽にお問い合わせ下さいませ。※当店内も常に稼働し空間清浄中です！,福島県会津若松市大町一丁目1-53,0242-27-0404,0242-27-0405,https://daizenya-kimono.com/,37.498385,139.927357
製品,marusa,デリバリーサービス始めました！【一般消費者向け】,"外出を控えているお客様への新サービス！
当ブログで気になる商品をご自宅へお届けいたします。
ご自宅でお持ちのお洋服と合わせてご試着下さい。
【条件】
・会津若松市在住の方（他地域の方はご相談下さい）
・商品は５点以内
・期間は１泊２日
・試着後、購入なしでもOK
・お支払いは現金のみ",通販もお受け致します,"神明通り商店街、東邦銀行向かいのマルサという洋服屋です。
４０代からの女性を対象に普段着からフォーマルまで幅広く取り扱いしております。
「会津 マルサ」で検索してみて下さい！",福島県会津若松市中央1-1-20,0242-27-2187,0242-28-2334,http://marusa.blog.jp/,37.497936,139.928729
製品,イナムラ物産,千波フリーカップ 黒内朱（耐熱・電子レンジ・食洗器対応）【一般消費者向け】,"人気のガラス製品です。実寸直径6.3×9.7、(漆＋ウレタン塗装) 上代5,600円(税抜き)
ホームページを見て頂いた方へ3,920円(税抜き) で販売させて頂きます。(どちらか単品は、1,960円 税抜き)","弊社販売（営業時間10:00～17：00、日曜祭日休）
FAXやe-mailの注文は24時間受け付けております。会津若松市内はお届け出来ます。(それ以外輸送も出来ますが運賃用別途です)",新型コロナウイルスの影響で、売り上げ減少に歯止めがかからず、経営難 となり、仲買として協力会社さんへも発注することも出来ずお互い大変困っております。それぞれの生活を守るためホームページ販売をさせて頂く事となりました。そんな時だからこそ「家庭生活に潤いを」御自宅で器などで楽しんで頂ければと思います。よろしくお願い申し上げます。,福島県会津若松市北会津町水季の里100,0242-58-0236,0242-58-0237,,37.4778592,139.8922099
製品,ＭＵＳＩＣ ＰＬＡＺＡ 白水堂,代引き宅配サービスを始めました,"楽器・楽譜・アクセサリー等　弊社取り扱い商品
（一部大型楽器は除きます）","事前にお電話にてお問合せ下さい。
ご注文は、ＦＡＸにてお願いします。（１０：００～１８：００）
折り返し、見積書（商品代、代引き手数料、送料）・納期等をご連絡します。",,福島県会津若松市米代2-2-5,0242-36-6601,0242-36-6388,http://blog.livedoor.jp/mph/,37.4856076,139.9259843
製品,有限会社　会津クラフト,千波フリーカップ　黒内朱　（耐熱・電子レンジ・食洗器対応）【一般消費者向け】,"通常価格1,300円/pcsのところ、下記の特別価格で提供させて頂きます。
（3Ｐ）1,600円・（5Ｐ）2,100円・（１Ｐ）650円の価格で500個限定とさせて頂きます。
3個、5個入の進物用ケース入りの時は200円アップとなります。
サイズ：（直径8㎝×高さ12㎝）　重量：100ｇ　1個バラ","社会営業時間
10：00～17：00　日礼祭日休
ＦＡＸ、メールの注文は24時間受付",コロナ騒動による消費動向の急激な変化の為、売上ダウンにブレーキがかかりません。そんな折、家庭で美味しい飲み物を手軽にホット焼酎、燗酒など電子レンジでチン又は冷で憩いのひと時にお使い頂ければ幸いです。軽くて割れない、今流行りの新しい感覚の器です。よろしくお願いします！,福島県会津若松市和田2丁目3-43,0242-26-1740,0242-26-2310,,37.4993678,139.9514949
製品,オリジナルプリントショップSashimaya,アピール缶バッジ【一般消費者向け】,"新型コロナウイルスの感染拡大による影響で、せきやくしゃみに対する警戒心が強まる中、どうしても出てしまうセキやくしゃみで肩身の狭い思いをされている方へ、周囲の方に誤解されないように「うつりません」とアピールする缶バッジです。
1個330円（税込）です。","●店舗での販売
　営業時間　9:00～17：00
●楽天市場での販売","おなじみの起き上がりこぼしをモチーフに作成しました。
無病息災、家内安全の意味合いもあるので、お守り代わりに身につけていただければ幸いです。
英語版など、他にも種類は豊富に取り揃えております。",会津若松市中央1-2-4 1F,0242-24-0405,0242-22-2144,https://sasimaya.com/,37.4981202,139.9302642
サービス,みとみライセンスアカデミー 会津若松校,,"【Web講座無料】※通常時有料。１～６万円相当
　通学しなくてもパソコンやタブレットで講義を受講できるWeb講座を無料サービス中です！
　Web通信と通学を併用して効率的な学習ができます。
【受講料１０％OFF】
　全講座対象で受講料１０％OFFでご提供させていただきます！","開校時間（火～金）9：00～20：50　（土～月・祝）9：00～18：00
※上記の日時内でお好きな時に受講できます。
※受講相談、体験受講も随時承っております。","情勢に変化が訪れる時、資格は大いに役立ってくれます。
就職、転職にはもちろん、会社内での評価の向上にもきっと役立ってくれるはずです！
一緒に資格取得、公務員合格を目指しませんか？
経済的負担が軽減されるお得なキャンペーンをご用意してお待ちしております！
まずはお気軽にご相談ください!!",福島県会津若松市幕内南9-10,0242-85-6700,0242-85-6701,https://www.mitomi-gakuen.com/la/,37.483629,139.904352
サービス,株式会社マイナビ,求人掲載を1週間無償提提供,アルバイト募集を行う企業へ求人掲載を1週間無償提供させて頂きます。,,"同社が実施するアルバイト求人メディアの『マイナビバイト』では、新型コロナウイルスが収束に向かい、企業や店舗がすぐにでも事業を再開できるよう環境整備の支援を行うべく、アルバイト募集を行う企業へ求人掲載を1週間無償提供させて頂きます。
お気軽にお問い合わせください！",福島県郡山市駅前2-10-15 三共郡山ビル北館4階,024-991-6643,024-991-6638,https://baito.mynavi.jp/fukushima/,37.400305,140.387658
サービス,株式会社 内藤塗装 [福島県知事許可(般-31)第30225号],笑顔応援キャンペーン！塗り替え１０％引き！【一般消費者向け】,"屋根・外壁などお家の塗り替えなんでも【１０％引き】にて施工させていただきます。
不動産をお持ちのオーナー様もアパート等の塗り替えも【１０％引き】致します。
他にも内部塗装（廊下・階段など）や塗布防水（ベランダ等）も施工いたしますのでお気軽にお問合せください。
業者様からのご依頼もお待ちしております。","[営業時間]月～土 8時～17時（日曜休み）
見積もり無料です。ご依頼は電話またはメールにてお問合せください。","こんな大変な時だからこそ、笑顔で乗り切るために応援キャンペーン【塗り替え１０％引き】！
国家検定一級塗装技能士の施工技術をぜひこの機会にご利用いただき、地元の皆様のお役にたちたいと思っています。
ぜひ、ホームページもご覧ください。",福島県会津若松市門田町黒岩字大坪215,0242-85-6449,0242-85-6099,http://naito-tosou.com/,37.473023,139.932111
サービス,会津交通（株）,その「お弁当」や「お薬」、タクシーで配達します【一般消費者向け】,"タクシー乗務員が（お客様がご注文のお弁当）やお薬（薬局様から患者さんに）運送お届けするサービスを始めます。
ご負担＝運送料金￥500円　+（お品物代金）",店舗を指定して、電話にて下記要件をお伝え下さい（名前・配達希望日時・住所・連絡先・お弁当予約店舗）,"＜お弁当＞
1.当社にて店舗様にご依頼主名のお弁当と個数を確認します
2.お弁当を店舗から引き取り、代金は当社にて代理支払い致します　
3.乗務員が職場やご自宅へお伺いし、お弁当をお届け致します
★注）お弁当配達先と注文店舗は、1店舗のみとさせて頂きます
★注）受付時間　9時　～　18時（19時サービス終了）、弁当２個からＯＫ　　
★注）配達可能エリア外は、お引受できない場合もあります
＜お薬＞
薬局様が当社にお電話頂き、お届け先をＦＡＸにてお伝え下さい。
（ＦＡＸ：0242-26-6699）",福島県会津若松市東栄町1-83,0120-54-6700,0242-26-6699,http://aizutabinet.co.jp/wakataku/index.html,37.491666,139.930442
サービス,株式会社 悠（はるか）,こんなご時世なので、皆様の生活のサポートをいたします！,"様々な理由から、外出できなかったり、手伝ってくれる人がいなかったりと困っていることが増えてきていると思います。
そのような方々のために（株）悠のスタッフは立ち上がります！
どうぞご用命ください！！","営業日：月曜日～金曜日
営業時間：9：00～17：00
サービス最終受付時間：16：00
※要予約：9：00～17：00（2日前からご予約可能です）","株式会社 悠は、お子様から年配の方までの健康・生活を支える会社です。
自費の訪問看護・介護・居宅保育事業の他に、どなたでもご利用できるように買い物代行、家事手伝いのサービスを始めます。
悠のホームページも、どうぞご覧ください",福島県会津若松市白虎町176番地6,080-8712-9355,0236-06-5382,http://nagominosora.com/,37.5069417,139.9357761
サービス,株式会社シンク,ふくしま先腹い応援団【一般消費者用/業務用】,ふくしま先腹い応援団Ｗｅｂサイトにて、福島県内の飲食店・宿泊施設に対する先払い型各種支援チケットを販売しております。,ふくしま先腹い応援団Ｗｅｂサイトにて24時間販売しております。,"ふくしまの町の灯りを消さないため、地域の飲食店・宿泊施設の皆様を支援するために本サイトを立ち上げました。Ｗｅｂサイトをご覧くださる皆様、なくしたくない地元のお店の方たちをどうかご支援ください。
そして、地域の飲食店・宿泊施設の皆様、ぜひご参加ください。",福島県会津若松市インター西105番地,0242-37-0123,,https://www.fukushimaken.online/,37.5203282,139.9149612
サービス,有限会社イメージ・クリエーション,ユーチューブ・ライブ配信を応援キャンペーン価格で提供。【一般および企業・行政】,"発表会・イベント・卒業式・入学式などの開催を検討している方を応援！
ユーチューブ・ライブ配信を応援キャンペーン価格にて実施します。
（50,000円税別）通常は200,000円～300,000円のところ。","※配信は2時間以内、ネット環境（光回線）がある場所。
※対象エリアは、会津地方、中通地方
※交通費などの経費は別途となります。
※実施期間は、感染が終息するまで",新型コロナウィルスの感染拡大の防止対策により、イベントやセミナー、学校行事などの多くが中止に追い込まれています。今まで練習した成果を残したい。晴れの姿を両親、おじいちゃん、おばあちゃんに見てほしい。そんな方々の力になれたら、また、研修・セミナーなど企業活動にもお役に立ちたい、そんな思いでキャンペーンを開催します。,福島県会津若松市宝町5-12,0242-28-8320,0242-28-8325,https://www.aizu-city.net/imekuri/,37.4883847,139.9437082
サービス,旅工房あいづ株式会社,コワーキングスペースKOBO【一般消費者向け】,"【利用料】
　午前9:30～12:30（３時間）＠1,000円
　午後13:30～16:30（３時間）＠1,000円
　電気、Wi-Fi利用OK、冷暖房完備
【オプション】
　白黒印刷１０円　カラー印刷４０円
　白黒コピー１０円　カラーコピー５０円","営業時間 平日９：００～１７：００（土・日・祝不定期休み）
お電話、メールにてお問い合わせ下さい。
土・日・祝日ご利用希望の方はご相談下さい。","この度、社内をリフォームいたしまして「コワーキングスペース」を開設いたしました。
kobo（コボ）という愛称でお気軽にご利用下さい。
東京方面の旅行は決まったけど何見ようかな・・・宿は取ったけど、どこかいいとこ無いかな・・・北海道のモデルコース無いかな・・・などなど個人旅行の計画の場としてもお使いいただけます。全国各地の旅行資料を取り揃えております♪
ビジネス利用の場として大歓迎！
趣味・サークル活動の場として大歓迎！
学生の勉強の場として大歓迎！

ご利用者の方の声にて『使いやすい』『あって良かった』というスペースにしていきたと思っておりますのでご意見等もお待ちしております。

提携飲食店からの食事手配もできます！",福島県会津若松市本町1-33,0242-27-2000・携帯（五十嵐）090-3360-4833,0242-27-2111,http://www.tabikobo0226.com/,37.4920573,139.9218398
サービス,株式会社わーくすたいる,皆さんの”困った”を解決します!!【業務用】,"～わーくすたいるにできること～
・データ入力、伝票入力、伝票整理
・顧客リスト作成、各種文書作成
・パソコン操作支援（Word／Excel）
・電話応対支援
・社長支援",,"・誰かにデータ入力をしてほしい
・事務作業が多すぎてやるべき仕事に専念できない
・時間がなくて領収証の整理ができない
・社員を雇うのはコストがかかる
・求人を出しても応募がない
このようなお困りごとはございませんか？
その他、皆さんの”困った”を何でもご相談ください。訪問しての支援も可能です。",福島県会津若松市大町一丁目1-41,0242-85-6262,0242-85-6514,,37.498811,139.9266294
サービス,NTT東日本,テレワーク、在宅勤務の導入をNTT東日本がお手伝いします,"専門のIT担当者や部署を配置してない企業の皆さまのため、NTT東日本にテレワーク導入のお手伝いをさせてください。
ICTの相談も承ります。","テレワーク相談窓口
【ホームページ】
【電話】0120-765000",情報通信事業者としての「つなぐ使命」を遂行するべく通信インフラの維持に努めております。また、テレワークをはじめとしたICTを活用したこれからの働き方のお手伝い等、皆様のお役に立つための取り組みを進めております。,会津若松市栄町2-4,0242-39-5802,0242-39-5840,https://business.ntt-east.co.jp/content/telework_start/,37.4963078,139.929362
